Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Year,Month,Day,dow
one year,yes,electronic check,49.45,1119.35,female,0,no,yes,no,dsl,no,no,no,yes,no,no,2018,3,1,3
month-to-month,yes,electronic check,73.7,1558.7,male,0,no,no,yes,fiber optic,no,no,no,no,no,no,2018,5,1,1
one year,no,bank transfer,74.4,1712.9,male,0,yes,no,no,dsl,yes,no,no,yes,yes,yes,2018,2,1,3
month-to-month,no,credit card,88.3,2467.75,female,1,no,no,yes,fiber optic,no,no,yes,no,no,yes,2017,10,1,6
two year,no,bank transfer,19.8,1397.65,female,0,yes,no,no,no,no,no,no,no,no,no,2014,4,1,1
two year,yes,mailed check,20.2,917.45,male,0,yes,yes,no,no,no,no,no,no,no,no,2016,4,1,4
month-to-month,yes,electronic check,71.65,135.75,female,0,yes,yes,no,fiber optic,no,no,no,no,no,no,2019,12,1,6
two year,yes,bank transfer,20.1,1087.7,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,5,1,4
one year,yes,credit card,100.5,6029.0,female,1,yes,no,yes,fiber optic,no,no,yes,no,yes,yes,2015,2,1,6
two year,yes,credit card,62.8,2278.75,male,0,yes,yes,yes,dsl,yes,no,yes,yes,no,no,2017,1,1,6
one year,no,bank transfer,100.35,2799.0,male,0,yes,yes,no,fiber optic,no,yes,yes,no,yes,yes,2017,10,1,6
month-to-month,yes,mailed check,20.3,459.95,female,1,no,no,no,no,no,no,no,no,no,no,2018,2,1,3
one year,yes,electronic check,92.05,5755.8,female,0,no,no,yes,fiber optic,yes,yes,yes,no,no,no,2014,12,1,0
one year,no,bank transfer,20.15,390.85,female,0,no,yes,no,no,no,no,no,no,no,no,2018,7,1,6
month-to-month,no,electronic check,54.2,308.25,female,0,no,no,no,dsl,yes,no,no,yes,no,no,2019,8,1,3
month-to-month,no,mailed check,20.35,442.6,female,0,yes,yes,no,no,no,no,no,no,no,no,2018,6,1,4
month-to-month,no,electronic check,75.65,1146.65,male,1,no,no,yes,fiber optic,no,no,no,no,no,no,2018,10,1,0
two year,yes,electronic check,114.6,7882.5,male,0,no,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,4,1,1
two year,no,bank transfer,65.7,4378.9,male,0,no,yes,yes,dsl,yes,yes,no,yes,no,no,2014,8,1,4
month-to-month,yes,electronic check,74.0,4052.4,male,1,yes,no,yes,fiber optic,no,no,no,no,no,no,2015,7,1,2
one year,yes,credit card,71.1,4140.1,male,1,yes,no,yes,dsl,no,yes,yes,no,yes,no,2015,5,1,4
two year,yes,electronic check,109.55,8165.1,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,2,1,5
month-to-month,no,mailed check,20.5,563.05,female,0,yes,no,no,no,no,no,no,no,no,no,2017,10,1,6
two year,yes,bank transfer,74.55,4191.45,male,0,yes,no,no,dsl,yes,yes,no,no,yes,yes,2015,8,1,5
month-to-month,yes,electronic check,79.85,1857.75,male,1,yes,yes,yes,fiber optic,yes,no,no,no,no,no,2018,2,1,3
month-to-month,yes,mailed check,62.15,113.1,female,0,yes,no,no,dsl,yes,no,no,no,no,yes,2019,12,1,6
month-to-month,no,credit card,21.05,235.8,male,0,no,yes,no,no,no,no,no,no,no,no,2019,2,1,4
one year,yes,bank transfer,79.6,3974.7,male,1,no,no,yes,fiber optic,no,yes,no,no,no,no,2015,11,1,6
month-to-month,no,mailed check,73.35,931.55,male,0,no,no,no,dsl,no,yes,no,yes,yes,yes,2019,1,1,1
two year,no,bank transfer,70.1,4048.95,male,0,no,no,no,dsl,no,yes,yes,yes,yes,no,2015,4,1,2
one year,yes,credit card,54.4,957.1,female,0,yes,yes,no,dsl,no,no,yes,yes,no,no,2018,8,1,2
two year,yes,mailed check,19.55,521.8,female,0,yes,no,no,no,no,no,no,no,no,no,2017,9,1,4
two year,no,mailed check,74.55,5430.65,female,0,yes,yes,yes,dsl,yes,yes,no,yes,yes,no,2014,2,1,5
two year,no,credit card,23.9,1626.4,male,0,yes,yes,yes,no,no,no,no,no,no,no,2014,3,1,5
month-to-month,yes,bank transfer,95.5,1916.2,female,0,yes,yes,yes,fiber optic,no,no,yes,yes,no,yes,2018,6,1,4
one year,no,credit card,104.5,6590.8,male,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,no,2014,11,1,5
month-to-month,no,electronic check,61.4,438.9,female,0,no,no,no,dsl,yes,yes,yes,no,no,no,2019,7,1,0
month-to-month,no,electronic check,80.55,653.9,female,0,no,no,no,fiber optic,no,yes,yes,no,no,no,2019,5,1,2
two year,no,mailed check,99.65,4630.2,female,0,yes,yes,yes,fiber optic,yes,no,yes,yes,no,yes,2016,4,1,4
one year,yes,electronic check,97.95,5867.0,male,1,yes,no,no,fiber optic,no,yes,yes,no,yes,yes,2015,2,1,6
month-to-month,no,electronic check,90.7,1374.9,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,no,no,2018,10,1,0
one year,yes,bank transfer,101.6,3930.55,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,no,yes,2016,9,1,3
month-to-month,no,electronic check,72.75,317.75,female,1,no,no,no,fiber optic,no,yes,no,no,no,no,2019,10,1,1
month-to-month,yes,credit card,88.95,2072.75,female,0,no,no,yes,fiber optic,no,no,yes,no,yes,no,2018,2,1,3
two year,no,mailed check,20.3,743.05,female,0,no,no,no,no,no,no,no,no,no,no,2016,12,1,3
month-to-month,yes,bank transfer,78.35,1837.9,female,0,no,no,yes,dsl,yes,yes,yes,yes,yes,no,2018,1,1,0
month-to-month,yes,electronic check,80.0,3168.75,male,0,yes,no,no,fiber optic,no,yes,yes,no,no,no,2016,10,1,5
month-to-month,yes,electronic check,49.85,365.55,female,0,no,no,no,dsl,yes,no,no,no,no,no,2019,5,1,2
month-to-month,yes,mailed check,19.85,252.0,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,1,1,1
month-to-month,yes,electronic check,91.8,5960.5,male,0,yes,yes,yes,fiber optic,yes,yes,yes,no,no,no,2014,10,1,2
month-to-month,yes,bank transfer,69.8,1540.35,female,0,yes,no,no,fiber optic,no,no,no,no,no,no,2018,6,1,4
two year,no,mailed check,69.75,3894.4,female,0,no,no,no,dsl,no,yes,yes,yes,yes,no,2015,5,1,4
month-to-month,yes,mailed check,69.85,837.5,male,0,no,yes,no,dsl,yes,no,no,no,yes,yes,2019,2,1,4
two year,no,mailed check,25.45,1534.05,female,0,yes,yes,yes,no,no,no,no,no,no,no,2015,3,1,6
two year,yes,credit card,75.95,4542.35,female,0,yes,yes,no,dsl,no,yes,no,yes,yes,yes,2015,3,1,6
one year,no,credit card,78.75,3600.65,male,0,yes,yes,yes,dsl,no,yes,yes,no,yes,yes,2016,5,1,6
two year,no,electronic check,19.8,1013.2,male,0,yes,no,no,no,no,no,no,no,no,no,2015,12,1,1
two year,yes,mailed check,19.2,1401.4,female,0,yes,yes,no,no,no,no,no,no,no,no,2014,4,1,1
month-to-month,no,credit card,75.2,3678.3,male,0,no,yes,yes,fiber optic,no,no,no,no,no,no,2015,12,1,1
month-to-month,yes,bank transfer,74.9,2068.55,male,0,no,yes,no,fiber optic,yes,no,no,no,no,no,2017,9,1,4
two year,yes,credit card,111.9,8071.05,male,0,yes,no,yes,fiber optic,yes,no,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,mailed check,81.9,1028.9,female,0,no,no,no,fiber optic,no,no,no,no,yes,no,2019,1,1,1
month-to-month,no,mailed check,18.85,84.2,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,10,1,1
two year,no,mailed check,18.7,1005.7,female,0,no,no,no,no,no,no,no,no,no,no,2015,9,1,1
month-to-month,yes,bank transfer,81.55,5029.05,female,0,yes,no,yes,fiber optic,no,yes,no,no,no,no,2014,11,1,5
one year,no,credit card,19.95,1126.75,male,0,yes,no,no,no,no,no,no,no,no,no,2015,6,1,0
one year,no,electronic check,93.55,6069.25,male,0,no,no,yes,fiber optic,yes,no,no,yes,no,yes,2014,9,1,0
two year,no,mailed check,20.2,558.8,female,0,yes,yes,no,no,no,no,no,no,no,no,2017,9,1,4
two year,yes,credit card,24.15,1776.45,female,0,yes,no,yes,no,no,no,no,no,no,no,2014,2,1,5
one year,no,credit card,70.75,2921.75,male,0,yes,no,yes,dsl,no,yes,no,yes,yes,no,2016,10,1,5
two year,no,bank transfer,21.0,1493.75,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,yes,mailed check,82.3,214.4,male,0,no,no,no,fiber optic,yes,no,no,yes,no,no,2019,11,1,4
month-to-month,yes,electronic check,70.65,293.85,male,1,no,no,no,fiber optic,no,no,no,no,no,no,2019,10,1,1
month-to-month,yes,electronic check,73.55,1359.45,female,1,no,no,no,fiber optic,no,yes,no,no,no,no,2018,8,1,2
one year,yes,bank transfer,70.75,4263.45,female,0,yes,yes,no,dsl,yes,no,yes,yes,yes,no,2014,12,1,0
month-to-month,no,bank transfer,48.95,1323.7,male,0,no,no,no,dsl,no,no,yes,no,no,no,2017,9,1,4
one year,yes,bank transfer,60.6,2985.25,female,0,yes,no,yes,dsl,yes,no,no,yes,no,no,2016,2,1,0
one year,yes,mailed check,78.75,3942.45,male,0,yes,yes,yes,dsl,no,no,yes,yes,yes,yes,2015,9,1,1
one year,no,credit card,19.0,105.5,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,8,1,3
one year,yes,credit card,56.25,1292.2,male,0,yes,no,no,dsl,yes,no,no,yes,no,no,2018,4,1,6
two year,yes,electronic check,99.4,7285.7,male,0,yes,no,yes,fiber optic,no,yes,no,no,yes,yes,2014,2,1,5
month-to-month,yes,credit card,85.2,2874.45,male,1,yes,no,no,fiber optic,no,no,yes,no,yes,no,2017,4,1,5
one year,yes,mailed check,69.55,3435.6,female,0,yes,no,yes,dsl,no,no,yes,yes,no,yes,2016,2,1,0
one year,no,credit card,97.65,6687.85,male,0,no,no,yes,fiber optic,yes,no,no,yes,no,yes,2014,3,1,5
month-to-month,yes,electronic check,93.5,2970.8,male,1,yes,no,yes,fiber optic,no,yes,yes,no,no,yes,2017,6,1,3
two year,yes,bank transfer,71.9,4479.2,male,0,no,no,yes,dsl,yes,no,yes,yes,no,yes,2014,11,1,5
two year,yes,credit card,116.4,8543.25,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,no,electronic check,105.55,5682.25,female,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2015,9,1,1
month-to-month,yes,electronic check,69.25,69.25,female,1,yes,yes,no,fiber optic,no,no,no,no,no,no,2019,12,1,6
one year,no,electronic check,75.5,4025.6,male,0,yes,yes,no,dsl,yes,no,no,yes,yes,yes,2015,12,1,1
month-to-month,yes,electronic check,101.1,1504.05,male,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes,2018,10,1,0
month-to-month,yes,electronic check,86.05,1818.9,female,0,yes,no,no,fiber optic,no,no,no,yes,yes,no,2018,5,1,1
month-to-month,no,electronic check,70.75,154.85,female,1,no,no,no,fiber optic,no,no,no,no,no,no,2019,11,1,4
month-to-month,no,bank transfer,85.8,4433.3,female,0,yes,yes,no,fiber optic,no,yes,yes,yes,no,no,2015,10,1,3
month-to-month,yes,mailed check,19.65,67.55,male,0,no,no,no,no,no,no,no,no,no,no,2019,10,1,1
one year,yes,credit card,105.95,4335.2,female,0,no,no,yes,fiber optic,no,no,yes,yes,yes,yes,2016,10,1,5
month-to-month,no,electronic check,54.15,1312.45,male,0,no,yes,no,dsl,no,yes,no,yes,no,no,2018,3,1,3
month-to-month,yes,bank transfer,95.4,4613.95,female,0,yes,yes,yes,fiber optic,no,no,no,no,yes,yes,2016,1,1,4
month-to-month,yes,bank transfer,68.25,576.95,male,0,no,no,no,dsl,yes,no,yes,yes,no,yes,2019,5,1,2
two year,no,credit card,20.25,1278.8,female,0,yes,no,no,no,no,no,no,no,no,no,2015,1,1,3
two year,yes,bank transfer,75.5,5212.65,female,1,no,no,yes,dsl,no,yes,yes,yes,yes,no,2014,4,1,1
month-to-month,yes,electronic check,65.85,902.25,male,0,yes,no,yes,dsl,yes,no,no,no,no,yes,2019,1,1,1
month-to-month,no,mailed check,65.0,2157.5,female,0,no,no,yes,dsl,no,no,no,yes,yes,no,2017,4,1,5
two year,no,electronic check,93.75,5625.55,male,1,no,no,yes,fiber optic,yes,no,no,yes,no,yes,2015,5,1,4
month-to-month,yes,electronic check,100.4,715.0,female,0,no,no,no,fiber optic,no,no,yes,yes,yes,yes,2019,7,1,0
one year,yes,bank transfer,85.25,3704.15,male,0,no,no,yes,dsl,no,yes,yes,yes,yes,yes,2016,6,1,2
one year,yes,credit card,89.65,3348.1,female,0,no,no,yes,dsl,yes,no,yes,yes,yes,yes,2017,2,1,2
two year,yes,credit card,97.65,6743.55,male,0,no,no,yes,fiber optic,no,yes,yes,yes,yes,no,2014,5,1,3
two year,no,credit card,90.3,6287.3,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,3,1,5
month-to-month,yes,credit card,94.3,2679.7,male,0,no,no,yes,fiber optic,yes,yes,no,no,no,yes,2017,8,1,1
one year,yes,electronic check,20.4,1090.65,female,0,yes,yes,no,no,no,no,no,no,no,no,2015,10,1,3
two year,yes,bank transfer,25.05,1270.25,female,0,yes,yes,yes,no,no,no,no,no,no,no,2015,10,1,3
month-to-month,no,mailed check,70.7,225.65,male,0,no,yes,no,dsl,no,no,no,yes,yes,yes,2019,11,1,4
two year,yes,electronic check,99.15,7422.1,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,no,yes,2014,2,1,5
one year,yes,credit card,69.75,3562.5,female,0,yes,yes,no,dsl,yes,yes,no,yes,no,yes,2015,11,1,6
two year,no,bank transfer,86.65,6224.8,male,0,no,no,yes,dsl,yes,yes,yes,yes,yes,yes,2014,2,1,5
month-to-month,yes,bank transfer,86.8,5327.25,female,0,yes,yes,yes,fiber optic,yes,no,no,yes,no,no,2014,10,1,2
one year,no,electronic check,91.25,4738.3,male,0,no,no,no,fiber optic,yes,no,yes,no,yes,no,2015,10,1,3
month-to-month,no,mailed check,20.75,141.1,male,0,no,no,no,no,no,no,no,no,no,no,2019,7,1,0
two year,no,mailed check,19.9,76.65,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,10,1,1
two year,no,credit card,63.35,3409.1,male,0,yes,yes,yes,dsl,no,no,yes,no,no,yes,2015,8,1,5
two year,yes,credit card,74.6,4798.4,male,0,no,no,yes,dsl,yes,yes,yes,no,no,yes,2014,8,1,4
month-to-month,yes,electronic check,112.95,1882.55,female,0,yes,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,2018,10,1,0
month-to-month,yes,bank transfer,65.15,723.35,male,0,yes,yes,yes,dsl,yes,no,no,no,yes,no,2019,3,1,4
two year,no,bank transfer,20.65,1125.6,male,0,no,no,no,no,no,no,no,no,no,no,2015,5,1,4
one year,yes,credit card,23.75,1446.8,male,0,yes,no,yes,no,no,no,no,no,no,no,2014,12,1,0
two year,no,credit card,19.9,1529.65,male,0,no,yes,no,no,no,no,no,no,no,no,2014,2,1,5
one year,no,bank transfer,108.1,7238.6,female,1,no,no,yes,fiber optic,no,yes,yes,no,yes,yes,2014,8,1,4
month-to-month,yes,credit card,20.6,330.25,male,0,no,no,no,no,no,no,no,no,no,no,2018,10,1,0
one year,yes,electronic check,19.55,1108.8,male,0,yes,yes,no,no,no,no,no,no,no,no,2015,4,1,2
month-to-month,yes,electronic check,80.15,319.85,female,0,no,no,yes,fiber optic,yes,no,no,no,no,no,2019,10,1,1
two year,no,bank transfer,20.3,1401.15,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,2,1,5
one year,no,credit card,109.9,7332.4,male,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes,2014,7,1,1
two year,no,electronic check,90.4,6668.05,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,3,1,5
two year,no,bank transfer,25.4,1809.35,male,1,no,no,yes,no,no,no,no,no,no,no,2014,2,1,5
month-to-month,no,electronic check,46.3,639.45,female,0,yes,yes,no,dsl,no,no,no,no,no,no,2018,11,1,3
one year,yes,bank transfer,24.45,993.15,female,0,yes,yes,yes,no,no,no,no,no,no,no,2016,7,1,4
one year,no,electronic check,78.4,1832.4,female,0,yes,yes,yes,dsl,yes,yes,no,no,yes,yes,2018,2,1,3
one year,no,credit card,74.0,3877.65,female,0,no,no,yes,dsl,yes,no,yes,yes,yes,no,2015,10,1,3
two year,yes,bank transfer,77.8,4323.35,male,0,no,no,yes,dsl,no,no,yes,no,yes,yes,2015,7,1,2
two year,yes,credit card,99.0,4135.0,female,0,yes,no,no,fiber optic,no,no,yes,yes,yes,yes,2016,8,1,0
month-to-month,no,mailed check,20.75,44.2,male,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
month-to-month,yes,mailed check,66.7,1077.05,male,0,yes,yes,yes,dsl,no,yes,yes,yes,no,no,2018,9,1,5
month-to-month,no,electronic check,83.85,2310.2,female,1,yes,no,yes,dsl,no,yes,yes,yes,yes,yes,2017,11,1,2
one year,no,bank transfer,96.75,4442.75,female,0,no,no,yes,fiber optic,yes,yes,no,no,no,yes,2016,5,1,6
two year,no,credit card,19.1,1372.45,female,0,yes,no,no,no,no,no,no,no,no,no,2014,3,1,5
two year,yes,credit card,18.55,689.0,male,0,no,no,no,no,no,no,no,no,no,no,2017,2,1,2
one year,no,credit card,20.1,302.45,female,0,no,no,no,no,no,no,no,no,no,no,2018,11,1,3
month-to-month,yes,bank transfer,89.4,1871.15,female,0,no,no,no,fiber optic,yes,no,yes,no,yes,no,2018,6,1,4
two year,no,mailed check,19.8,1396.25,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,3,1,5
one year,no,bank transfer,21.05,531.55,female,0,no,yes,no,no,no,no,no,no,no,no,2018,2,1,3
two year,yes,electronic check,111.25,7984.15,female,0,no,no,yes,fiber optic,no,yes,yes,yes,yes,yes,2014,3,1,5
two year,no,credit card,89.9,5958.85,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes,2014,8,1,4
two year,no,credit card,19.4,578.5,female,0,no,no,no,no,no,no,no,no,no,no,2017,8,1,1
one year,yes,bank transfer,86.95,4138.9,male,0,no,no,no,dsl,yes,yes,yes,yes,yes,yes,2016,3,1,1
month-to-month,yes,electronic check,75.35,564.65,female,0,no,no,yes,fiber optic,no,no,no,no,no,no,2019,7,1,0
month-to-month,no,bank transfer,44.95,2168.9,female,0,no,no,no,dsl,no,no,no,no,no,no,2016,4,1,4
two year,no,bank transfer,20.0,1250.1,male,0,no,yes,no,no,no,no,no,no,no,no,2014,12,1,0
month-to-month,yes,bank transfer,94.65,1461.15,female,0,yes,no,no,fiber optic,no,yes,no,no,yes,yes,2018,10,1,0
month-to-month,no,electronic check,58.95,955.15,female,0,no,no,no,dsl,yes,no,yes,yes,no,no,2018,11,1,3
one year,yes,electronic check,100.3,4483.95,female,0,no,no,no,fiber optic,yes,yes,no,no,yes,yes,2016,5,1,6
two year,no,bank transfer,105.6,7581.5,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,no,yes,2014,2,1,5
two year,no,mailed check,19.55,265.3,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,1,1,1
month-to-month,no,mailed check,60.9,414.1,male,0,no,no,no,dsl,no,no,yes,no,yes,no,2019,8,1,3
one year,no,bank transfer,20.05,345.9,male,0,yes,yes,no,no,no,no,no,no,no,no,2018,8,1,2
two year,yes,credit card,103.75,7039.45,female,0,yes,yes,yes,fiber optic,no,yes,no,yes,yes,yes,2014,6,1,6
one year,no,electronic check,113.35,7222.75,female,0,yes,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,10,1,2
month-to-month,no,bank transfer,75.15,392.65,male,0,no,no,no,dsl,no,no,yes,yes,yes,yes,2019,9,1,6
two year,yes,credit card,104.05,6605.55,male,0,yes,no,no,fiber optic,yes,yes,no,yes,yes,yes,2014,10,1,2
month-to-month,yes,credit card,85.7,2067.0,female,1,yes,no,no,fiber optic,no,no,yes,no,yes,no,2017,12,1,4
month-to-month,yes,mailed check,20.05,39.25,female,0,no,no,no,no,no,no,no,no,no,no,2019,12,1,6
one year,yes,mailed check,69.1,4096.9,male,0,yes,no,yes,dsl,yes,no,no,yes,no,yes,2015,3,1,6
month-to-month,no,bank transfer,65.75,1111.2,male,0,no,no,yes,dsl,yes,no,no,no,no,yes,2018,9,1,5
month-to-month,yes,electronic check,86.4,4922.4,male,0,no,no,yes,fiber optic,yes,yes,no,no,no,no,2015,6,1,0
two year,no,bank transfer,69.4,4237.5,male,0,no,no,yes,dsl,yes,yes,yes,yes,no,no,2014,12,1,0
one year,yes,electronic check,93.45,4872.2,female,0,yes,no,no,fiber optic,no,no,no,yes,yes,yes,2015,9,1,1
one year,yes,bank transfer,64.9,1509.8,male,0,no,no,no,dsl,no,no,no,no,yes,yes,2018,3,1,3
one year,no,mailed check,19.45,113.5,male,0,yes,yes,no,no,no,no,no,no,no,no,2019,8,1,3
one year,yes,bank transfer,96.5,5673.7,male,0,yes,no,yes,fiber optic,no,no,no,no,yes,yes,2015,1,1,3
month-to-month,no,electronic check,100.85,3527.3,male,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes,2017,4,1,5
month-to-month,yes,mailed check,105.35,5794.45,male,0,no,no,yes,fiber optic,yes,no,no,yes,yes,yes,2015,6,1,0
one year,no,mailed check,20.1,730.1,male,0,no,no,no,no,no,no,no,no,no,no,2016,12,1,3
two year,no,bank transfer,20.2,1376.5,male,0,yes,yes,no,no,no,no,no,no,no,no,2014,5,1,3
two year,no,bank transfer,115.15,8349.45,male,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,2,1,5
two year,yes,credit card,113.0,7987.6,female,1,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes,2014,4,1,1
two year,yes,bank transfer,80.8,4860.85,male,0,yes,no,yes,dsl,yes,yes,yes,yes,no,yes,2015,1,1,3
month-to-month,no,bank transfer,85.5,4713.4,male,0,yes,yes,yes,fiber optic,no,no,no,no,no,yes,2015,7,1,2
two year,yes,mailed check,69.9,4226.7,male,0,yes,no,yes,dsl,yes,no,yes,no,no,yes,2015,1,1,3
month-to-month,yes,electronic check,95.8,1346.3,female,1,yes,yes,yes,fiber optic,no,no,no,no,yes,yes,2018,12,1,5
month-to-month,no,electronic check,83.05,1799.3,male,0,no,no,yes,fiber optic,no,no,no,no,no,yes,2018,4,1,6
month-to-month,no,electronic check,89.45,5294.6,female,1,yes,no,yes,fiber optic,no,yes,no,no,no,yes,2015,2,1,6
month-to-month,no,mailed check,74.65,544.55,male,0,no,no,no,fiber optic,no,no,yes,no,no,no,2019,6,1,5
month-to-month,yes,electronic check,80.5,1011.8,female,0,no,no,no,fiber optic,no,no,no,no,no,yes,2019,1,1,1
month-to-month,yes,mailed check,50.15,160.85,male,0,no,no,no,dsl,yes,no,no,no,no,no,2019,11,1,4
month-to-month,yes,bank transfer,89.6,5538.8,female,1,no,no,yes,fiber optic,no,no,yes,no,no,yes,2014,11,1,5
one year,yes,mailed check,76.35,2606.35,female,0,no,no,no,dsl,yes,yes,yes,yes,yes,no,2017,2,1,2
one year,yes,credit card,100.05,5299.65,female,0,no,no,no,fiber optic,yes,yes,no,no,yes,yes,2015,8,1,5
two year,no,credit card,20.25,1029.8,female,0,no,no,no,no,no,no,no,no,no,no,2016,3,1,1
two year,no,credit card,20.65,875.55,female,0,yes,no,no,no,no,no,no,no,no,no,2016,9,1,3
month-to-month,no,mailed check,53.45,718.1,female,0,no,yes,no,dsl,no,no,yes,yes,no,no,2019,1,1,1
two year,no,bank transfer,80.8,2369.3,female,0,yes,yes,no,dsl,no,yes,yes,yes,yes,yes,2017,8,1,1
month-to-month,yes,bank transfer,92.95,4122.9,male,0,yes,yes,no,fiber optic,no,no,yes,no,yes,yes,2016,6,1,2
two year,yes,credit card,85.3,4107.25,female,0,yes,yes,yes,dsl,yes,yes,no,yes,yes,yes,2016,3,1,1
one year,yes,credit card,94.1,5060.9,female,0,no,no,no,fiber optic,no,no,yes,no,yes,yes,2015,8,1,5
one year,no,electronic check,19.65,244.8,female,0,no,no,no,no,no,no,no,no,no,no,2019,1,1,1
month-to-month,yes,mailed check,69.9,497.3,female,0,no,no,no,fiber optic,no,no,no,no,no,no,2019,7,1,0
one year,yes,electronic check,99.0,4298.45,male,0,no,no,yes,fiber optic,yes,yes,yes,no,no,yes,2016,8,1,0
two year,yes,bank transfer,104.1,6700.05,male,0,yes,yes,yes,fiber optic,no,no,yes,yes,yes,yes,2014,9,1,0
one year,yes,credit card,109.2,5290.45,male,0,no,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,2016,1,1,4
two year,no,bank transfer,20.3,1296.15,female,0,yes,yes,no,no,no,no,no,no,no,no,2014,12,1,0
one year,yes,mailed check,20.0,196.35,female,0,yes,yes,no,no,no,no,no,no,no,no,2019,3,1,4
one year,no,credit card,19.8,677.05,male,0,yes,yes,no,no,no,no,no,no,no,no,2017,1,1,6
two year,no,bank transfer,24.25,1641.8,female,0,yes,no,yes,no,no,no,no,no,no,no,2014,5,1,3
two year,yes,credit card,70.65,5011.15,female,0,yes,yes,no,dsl,yes,yes,yes,no,yes,no,2014,2,1,5
one year,yes,credit card,90.1,2312.55,female,0,yes,no,yes,dsl,yes,yes,yes,yes,yes,yes,2017,12,1,4
one year,no,mailed check,50.35,1285.8,male,0,yes,yes,no,dsl,no,no,yes,no,no,no,2017,12,1,4
one year,yes,mailed check,51.45,1758.9,female,0,yes,no,no,dsl,no,no,no,yes,no,no,2017,5,1,0
two year,no,bank transfer,80.85,5824.75,female,0,yes,yes,yes,dsl,yes,yes,yes,yes,no,yes,2014,2,1,5
month-to-month,yes,electronic check,54.2,140.4,female,0,no,no,no,dsl,no,no,no,no,yes,no,2019,11,1,4
one year,yes,bank transfer,60.65,3975.9,female,1,yes,no,no,dsl,no,yes,yes,yes,no,no,2014,6,1,6
month-to-month,no,mailed check,48.8,953.65,female,0,no,yes,no,dsl,no,no,no,yes,no,no,2018,7,1,6
month-to-month,yes,mailed check,45.75,344.2,male,1,no,yes,no,dsl,no,no,no,no,no,no,2019,7,1,0
