Customer_ID,Begin_Date,End_Date,Type,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Gender,Senior_Citizen,Partner,Dependents,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
0314-TKOSI,2019-08-01,2020-02-01,month-to-month,no,mailed check,55.15,322.9,female,0,no,no,no,dsl,yes,yes,no,no,no,no
0315-LVCRK,2019-03-01,2020-02-01,month-to-month,no,electronic check,84.8,888.75,male,0,no,no,no,fiber optic,no,no,yes,no,no,yes
0318-QUUOB,2019-09-01,2019-10-01,month-to-month,yes,electronic check,80.55,80.55,male,0,yes,no,no,fiber optic,no,no,no,no,yes,no
0318-ZOPWS,2016-01-01,2020-02-01,two year,yes,bank transfer,20.15,973.35,female,0,yes,no,no,,,,,,,
0319-QZTCO,2019-11-01,2020-02-01,month-to-month,yes,credit card,58.7,168.6,female,0,yes,yes,no,dsl,no,yes,no,no,yes,no
0320-DWVTU,2015-09-01,2020-02-01,two year,no,mailed check,99.5,5424.25,female,0,no,no,no,fiber optic,yes,yes,yes,yes,no,yes
0320-JDNQG,2017-12-01,2019-11-01,month-to-month,yes,electronic check,99.85,2331.3,male,0,yes,yes,no,fiber optic,yes,no,no,yes,yes,yes
0322-CHQRU,2019-09-01,2019-11-01,month-to-month,no,electronic check,45.35,89.5,male,0,no,no,no,dsl,no,no,no,no,no,no
0322-YINQP,2019-09-01,2019-10-01,month-to-month,yes,mailed check,48.55,48.55,male,0,no,no,no,dsl,yes,no,no,no,no,no
0323-XWWTN,2019-11-01,2020-02-01,two year,yes,mailed check,26.4,121.25,male,0,no,yes,yes,,,,,,,
0324-BRPCJ,2014-05-01,2020-01-01,month-to-month,yes,electronic check,100.2,6851.65,female,1,yes,no,yes,fiber optic,no,yes,no,no,yes,yes
0325-XBFAC,2019-05-01,2020-01-01,month-to-month,yes,electronic check,94.7,740.3,male,0,no,no,no,fiber optic,no,no,yes,no,yes,yes
0326-VDYXE,2014-04-01,2020-02-01,one year,yes,electronic check,97.65,6982.5,female,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes
0327-WFZSY,2016-11-01,2020-02-01,one year,no,electronic check,100.0,3835.55,male,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,yes
0328-GRPMV,2019-12-01,2020-01-01,month-to-month,yes,electronic check,70.1,70.1,female,0,no,no,no,fiber optic,no,no,no,no,no,no
0329-GTIAJ,2019-07-01,2019-10-01,month-to-month,yes,electronic check,97.9,315.3,female,0,no,no,no,fiber optic,no,yes,no,yes,yes,yes
0330-BGYZE,2015-02-01,2020-02-01,one year,no,bank transfer,102.5,6157.6,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes
0330-IVZHA,2019-07-01,2019-12-01,month-to-month,no,electronic check,69.95,330.15,female,0,yes,no,no,fiber optic,no,no,no,no,no,no
0334-GDDSO,2019-10-01,2020-01-01,month-to-month,yes,electronic check,81.35,233.7,male,1,no,no,yes,fiber optic,no,yes,no,no,no,no
0334-ZFJSR,2015-07-01,2020-02-01,one year,yes,credit card,66.05,3462.1,female,0,yes,no,yes,dsl,yes,yes,no,yes,no,no
0336-KXKFK,,,,,,,,,,,,,dsl,yes,no,yes,yes,yes,yes
0336-PIKEI,2014-02-01,2020-02-01,two year,no,bank transfer,74.4,5360.75,male,1,yes,no,no,dsl,yes,yes,yes,yes,yes,no
0337-CNPZE,2016-06-01,2019-11-01,month-to-month,yes,electronic check,106.3,4443.45,female,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
0343-QLUZP,,,,,,,,,,,,,dsl,yes,yes,yes,no,no,no
0345-HKJVM,2019-06-01,2019-12-01,month-to-month,no,electronic check,89.3,577.6,female,0,no,no,no,fiber optic,no,no,no,no,yes,yes
0345-XMMUG,2016-04-01,2020-02-01,two year,yes,credit card,108.9,4854.3,female,0,yes,no,yes,fiber optic,no,yes,yes,yes,yes,yes
0347-UBKUZ,2018-11-01,2020-02-01,month-to-month,no,mailed check,19.9,320.45,female,0,no,no,no,,,,,,,
0348-SDKOL,2015-02-01,2019-12-01,month-to-month,yes,credit card,102.1,5885.4,female,0,yes,no,yes,fiber optic,no,no,yes,yes,yes,yes
0354-VXMJC,2018-03-01,2020-02-01,two year,no,credit card,19.6,426.65,male,0,yes,yes,no,,,,,,,
0354-WYROK,2017-04-01,2019-11-01,month-to-month,yes,electronic check,98.9,2911.3,female,1,yes,yes,no,fiber optic,no,no,yes,yes,yes,yes
0356-ERHVT,2019-03-01,2020-02-01,month-to-month,yes,bank transfer,45.9,521.9,male,0,yes,no,no,dsl,no,no,no,no,no,no
0356-OBMAC,2015-06-01,2020-02-01,two year,yes,bank transfer,99.9,5706.3,female,1,no,no,yes,fiber optic,no,yes,yes,yes,yes,no
0357-NVCRI,2018-01-01,2020-02-01,month-to-month,no,credit card,20.05,471.7,female,0,no,yes,no,,,,,,,
0361-HJRDX,,,,,,,,,,,,,dsl,yes,yes,yes,yes,yes,yes
0362-RAOQO,2016-10-01,2020-02-01,two year,no,credit card,19.65,830.25,female,0,no,no,no,,,,,,,
0362-ZBZWJ,2017-01-01,2020-01-01,month-to-month,yes,electronic check,84.9,3067.2,male,0,no,no,yes,fiber optic,no,no,no,no,no,yes
0363-QJVFX,2017-04-01,2019-12-01,month-to-month,yes,credit card,108.15,3432.9,male,0,no,no,yes,fiber optic,yes,yes,no,yes,yes,yes
0363-SVHYR,2014-03-01,2020-02-01,two year,no,bank transfer,86.85,6263.8,male,0,yes,yes,yes,dsl,yes,yes,yes,yes,yes,yes
0365-BZUWY,2018-09-01,2020-02-01,month-to-month,yes,electronic check,102.55,1742.5,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,yes
0365-GXEZS,2018-08-01,2020-02-01,month-to-month,no,electronic check,78.2,1468.75,male,0,yes,no,no,fiber optic,no,no,yes,yes,no,no
0365-TRTPY,2017-01-01,2020-02-01,month-to-month,no,bank transfer,91.2,3382.3,female,0,no,no,yes,fiber optic,yes,yes,yes,no,no,no
0366-NQSHS,2019-12-01,2020-02-01,month-to-month,no,mailed check,19.35,46.35,male,0,no,no,no,,,,,,,
0369-ZGOVK,2017-10-01,2020-02-01,one year,yes,bank transfer,70.4,1992.2,female,0,yes,yes,no,fiber optic,no,no,no,no,no,no
0373-AIVNJ,,,,,,,,,,,,,dsl,yes,yes,yes,no,no,no
0374-AACSZ,2020-01-01,2020-02-01,month-to-month,no,electronic check,50.15,50.15,female,0,no,no,no,dsl,yes,no,no,no,no,no
0374-FIUCA,2014-09-01,2020-02-01,two year,yes,credit card,20.4,1414.45,male,0,yes,no,no,,,,,,,
0374-IOEGQ,2019-11-01,2020-02-01,month-to-month,no,electronic check,44.6,122.7,female,0,no,no,no,dsl,no,no,no,no,no,no
0375-HVGXO,,,,,,,,,,,,,dsl,no,no,no,no,yes,no
0376-OIWME,2017-02-01,2020-02-01,month-to-month,yes,electronic check,93.6,3366.05,male,0,yes,no,no,fiber optic,yes,no,no,no,yes,yes
0376-YMCJC,2018-01-01,2019-12-01,month-to-month,yes,electronic check,90.6,1943.2,male,0,no,no,yes,fiber optic,no,no,no,yes,yes,no
0377-JBKKT,2018-04-01,2020-02-01,month-to-month,yes,mailed check,57.95,1271.8,male,0,yes,yes,no,dsl,yes,yes,no,yes,no,no
0378-CJKPV,2014-02-01,2020-02-01,two year,no,credit card,112.1,7965.95,female,0,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
0378-NHQXU,2018-06-01,2019-11-01,month-to-month,no,electronic check,88.25,1460.65,female,0,yes,yes,yes,fiber optic,no,no,yes,no,yes,no
0378-TOVMS,2019-10-01,2020-01-01,month-to-month,no,electronic check,85.8,272.2,female,0,no,no,no,fiber optic,no,no,no,yes,no,yes
0378-XSZPU,2015-03-01,2020-01-01,one year,no,credit card,60.3,3563.8,male,0,yes,no,no,dsl,yes,yes,yes,no,no,no
0379-DJQHR,2014-07-01,2020-02-01,two year,no,credit card,81.35,5398.6,male,0,yes,yes,no,dsl,yes,yes,yes,no,yes,yes
0380-NEAVX,2017-04-01,2020-02-01,one year,yes,electronic check,99.85,3343.15,male,1,no,no,no,fiber optic,no,yes,yes,no,yes,yes
0380-ZCSBI,2019-04-01,2020-02-01,month-to-month,no,credit card,20.0,198.7,male,0,no,no,no,,,,,,,
0383-CLDDA,2014-05-01,2020-02-01,two year,yes,credit card,85.35,5897.4,female,0,no,no,yes,dsl,yes,no,yes,yes,yes,yes
0384-LPITE,,,,,,,,,,,,,dsl,yes,yes,yes,no,yes,yes
0384-RVBPI,2018-06-01,2020-02-01,month-to-month,no,credit card,64.4,1398.6,male,0,no,no,no,dsl,yes,no,yes,no,no,yes
0386-CWRGM,2016-04-01,2020-02-01,two year,no,mailed check,19.4,967.85,female,0,yes,yes,no,,,,,,,
0388-EOPEX,2019-10-01,2019-12-01,month-to-month,yes,electronic check,74.4,139.4,female,0,yes,no,no,fiber optic,yes,no,no,no,no,no
0390-DCFDQ,2019-10-01,2019-11-01,month-to-month,yes,mailed check,70.45,70.45,female,1,yes,no,no,fiber optic,no,no,no,no,no,no
0392-BZIUW,2014-02-01,2020-02-01,two year,yes,credit card,105.0,7589.8,female,0,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes
0394-YONDK,2014-04-01,2020-02-01,two year,no,credit card,25.15,1790.15,male,0,yes,yes,yes,,,,,,,
0396-HUJBP,2019-12-01,2020-02-01,month-to-month,no,mailed check,19.3,44.4,female,0,no,no,no,,,,,,,
0396-UKGAI,2018-03-01,2020-02-01,month-to-month,yes,bank transfer,55.3,1284.2,male,0,no,yes,no,dsl,no,yes,no,yes,no,no
0396-YCHWO,2017-02-01,2020-02-01,month-to-month,yes,electronic check,95.4,3474.2,male,0,yes,no,yes,fiber optic,no,no,no,no,yes,yes
0397-GZBBC,2014-12-01,2019-11-01,month-to-month,yes,bank transfer,93.85,5574.75,male,1,yes,no,yes,fiber optic,no,no,no,no,yes,yes
0397-ZXWQF,2014-07-01,2020-02-01,two year,no,bank transfer,20.5,1430.95,male,0,no,no,no,,,,,,,
0401-WDBXM,2014-02-01,2020-02-01,two year,yes,bank transfer,105.55,7542.25,male,0,yes,yes,yes,fiber optic,yes,no,yes,no,yes,yes
0402-CQAJN,2016-10-01,2019-11-01,month-to-month,yes,bank transfer,101.9,3545.35,female,0,no,no,yes,fiber optic,no,yes,yes,no,yes,yes
0402-OAMEN,2014-02-01,2020-02-01,two year,no,bank transfer,24.45,1709.1,female,0,yes,yes,yes,,,,,,,
0404-AHASP,2014-02-01,2020-02-01,two year,no,credit card,19.7,1421.9,male,0,yes,no,no,,,,,,,
0404-SWRVG,2019-09-01,2019-12-01,month-to-month,yes,electronic check,74.4,229.55,male,0,no,no,yes,fiber optic,no,no,no,no,no,no
0406-BPDVR,2015-06-01,2019-12-01,one year,yes,credit card,101.5,5373.1,female,1,yes,no,yes,fiber optic,no,yes,no,no,yes,yes
0407-BDJKB,2014-12-01,2019-12-01,month-to-month,yes,electronic check,95.75,5742.9,male,0,yes,no,yes,fiber optic,no,yes,yes,no,yes,no
0409-WTMPL,2015-04-01,2020-02-01,one year,yes,credit card,110.65,6526.65,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes
0410-IPFTY,2017-07-01,2020-02-01,month-to-month,yes,bank transfer,83.85,2674.15,female,0,yes,no,no,fiber optic,no,yes,no,no,no,yes
0411-EZJZE,2019-11-01,2020-02-01,month-to-month,yes,electronic check,60.25,170.5,female,0,no,no,yes,dsl,no,no,no,no,yes,no
0412-UCCNP,2015-07-01,2020-02-01,two year,yes,electronic check,59.2,3175.85,male,0,no,no,no,dsl,yes,no,yes,yes,no,no
0415-MOSGF,2019-09-01,2019-10-01,month-to-month,no,mailed check,44.4,44.4,female,0,no,no,no,dsl,no,no,no,no,no,no
0419-YAAPX,2016-01-01,2020-02-01,month-to-month,yes,credit card,85.3,4297.95,male,0,yes,no,no,fiber optic,no,yes,no,no,yes,no
0420-BWTPW,,,,,,,,,,,,,dsl,no,no,no,no,no,no
0420-HLGXF,2016-11-01,2020-02-01,month-to-month,yes,electronic check,99.75,4036.0,female,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes
0420-TXVSG,2014-08-01,2020-02-01,two year,yes,credit card,66.1,4428.45,male,0,yes,no,yes,dsl,yes,yes,yes,no,no,no
0422-OHQHQ,2018-11-01,2020-02-01,one year,no,mailed check,20.55,295.95,female,0,yes,yes,no,,,,,,,
0422-UXFAP,2015-11-01,2020-02-01,one year,yes,electronic check,98.85,4947.55,female,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes
0423-UDIJQ,2019-05-01,2020-02-01,month-to-month,no,mailed check,49.2,447.9,male,1,no,no,no,dsl,no,no,no,yes,no,no
0426-TIRNE,2019-11-01,2019-12-01,month-to-month,no,mailed check,20.9,20.9,female,0,no,no,no,,,,,,,
0428-AXXLJ,2018-01-01,2020-02-01,one year,yes,bank transfer,19.5,516.3,male,0,no,no,no,,,,,,,
0428-IKYCP,2018-04-01,2020-02-01,month-to-month,yes,bank transfer,87.0,1850.65,male,0,yes,no,no,fiber optic,no,no,yes,no,yes,no
0430-IHCDJ,2018-11-01,2020-02-01,month-to-month,yes,electronic check,49.0,749.25,male,0,no,no,yes,dsl,no,no,no,no,no,no
0431-APWVY,2017-06-01,2019-10-01,one year,yes,bank transfer,90.1,2598.95,female,0,yes,yes,no,fiber optic,no,no,no,no,yes,yes
0432-CAJZV,2019-11-01,2020-02-01,month-to-month,no,mailed check,90.7,237.65,male,0,no,no,no,fiber optic,no,no,no,no,yes,yes
0434-CSFON,2016-03-01,2020-02-01,month-to-month,yes,electronic check,100.5,4707.1,female,0,yes,no,yes,fiber optic,no,no,yes,no,yes,yes
0436-TWFFZ,2014-07-01,2020-02-01,two year,yes,mailed check,85.25,5714.2,female,0,no,no,yes,dsl,yes,no,yes,yes,yes,yes
0439-IFYUN,2018-08-01,2020-02-01,month-to-month,yes,electronic check,74.7,1294.6,female,1,no,no,no,fiber optic,no,yes,no,no,no,no
0440-EKDCF,2014-12-01,2020-02-01,two year,yes,credit card,60.15,3753.2,male,0,yes,no,no,dsl,no,yes,yes,yes,no,no
0440-MOGPM,2016-09-01,2020-02-01,one year,yes,electronic check,80.55,3263.9,female,0,no,no,yes,dsl,no,yes,yes,no,yes,yes
0440-QEXBZ,2016-06-01,2020-02-01,month-to-month,yes,mailed check,50.15,2139.1,female,0,no,no,yes,dsl,no,no,no,no,no,no
0440-UEDAI,2015-09-01,2020-02-01,one year,yes,credit card,94.45,5042.75,female,0,no,no,no,fiber optic,no,yes,yes,yes,no,yes
0442-TDYUO,2016-02-01,2020-02-01,two year,yes,mailed check,20.05,1036.0,male,0,yes,no,no,,,,,,,
0442-ZXKVS,2015-08-01,2020-02-01,one year,yes,bank transfer,115.6,6431.05,female,1,yes,no,yes,fiber optic,yes,yes,yes,yes,yes,yes
0447-BEMNG,,,,,,,,,,,,,dsl,yes,no,yes,no,no,yes
0447-RXSGD,2018-02-01,2020-02-01,month-to-month,yes,bank transfer,99.65,2404.85,male,0,no,no,yes,fiber optic,no,yes,no,no,yes,yes
0454-OKRCT,2017-05-01,2020-02-01,two year,no,bank transfer,80.6,2651.1,male,0,no,no,no,fiber optic,no,yes,no,yes,no,no
0455-ENTCR,2014-08-01,2020-02-01,two year,no,electronic check,85.25,5538.35,male,0,yes,no,yes,dsl,yes,yes,no,yes,yes,yes
0455-XFASS,2019-11-01,2020-02-01,month-to-month,yes,electronic check,69.55,200.2,female,0,yes,yes,no,fiber optic,no,no,no,no,no,no
0458-HEUZG,,,,,,,,,,,,,dsl,no,no,yes,yes,no,no
0459-SPZHJ,2014-11-01,2020-02-01,two year,no,credit card,83.5,5435.0,male,0,yes,yes,yes,dsl,yes,yes,yes,no,yes,yes
0461-CVKMU,2017-11-01,2019-10-01,month-to-month,no,electronic check,83.8,1900.25,female,0,yes,yes,no,fiber optic,no,yes,yes,yes,no,no
0463-TXOAK,2015-10-01,2020-02-01,two year,no,credit card,25.6,1334.5,male,0,no,yes,yes,,,,,,,
0463-WZZKO,2019-11-01,2020-02-01,month-to-month,yes,credit card,20.75,67.1,male,0,no,no,no,,,,,,,
0463-ZSDNT,2019-04-01,2020-02-01,month-to-month,yes,bank transfer,56.75,503.25,male,0,no,no,no,dsl,no,no,no,no,no,yes
0464-WJTKO,2014-02-01,2020-02-01,two year,no,bank transfer,20.1,1460.85,female,0,yes,yes,no,,,,,,,
0468-YRPXN,2017-09-01,2020-02-01,month-to-month,yes,credit card,98.8,2807.1,male,0,no,no,no,fiber optic,no,no,yes,yes,yes,yes
0471-ARVMX,2014-12-01,2020-02-01,one year,yes,electronic check,104.85,6312.9,female,1,yes,no,yes,fiber optic,yes,no,yes,no,yes,yes
0471-LVHGK,2016-08-01,2020-01-01,one year,yes,electronic check,73.0,3001.2,male,0,yes,no,yes,dsl,no,no,yes,no,yes,yes
0475-RIJEP,2016-06-01,2020-01-01,month-to-month,yes,electronic check,77.85,3365.85,male,0,no,no,yes,fiber optic,no,yes,no,no,no,no
0479-HMSWA,2017-12-01,2020-02-01,two year,yes,electronic check,105.45,2715.3,female,0,no,yes,no,fiber optic,no,yes,yes,yes,yes,yes
0480-BIXDE,2018-07-01,2020-02-01,month-to-month,yes,electronic check,96.8,1743.05,female,0,yes,no,no,fiber optic,no,no,yes,no,yes,yes
0480-KYJVA,2014-02-01,2020-02-01,two year,no,credit card,24.25,1784.5,female,0,yes,yes,yes,,,,,,,
0481-SUMCB,2016-05-01,2020-02-01,one year,yes,bank transfer,102.15,4735.35,female,1,no,no,yes,fiber optic,no,no,yes,no,yes,yes
0484-FFVBJ,2017-06-01,2020-02-01,one year,yes,bank transfer,64.85,2010.95,male,0,no,no,no,dsl,no,no,no,no,yes,yes
0484-JPBRU,2016-09-01,2020-02-01,month-to-month,yes,bank transfer,25.25,996.45,male,0,no,no,yes,,,,,,,
0485-ZBSLN,2014-09-01,2020-02-01,two year,no,credit card,24.75,1715.1,male,0,yes,yes,yes,,,,,,,
0486-HECZI,2015-05-01,2019-12-01,month-to-month,yes,electronic check,96.75,5238.9,male,0,yes,no,yes,fiber optic,yes,yes,no,no,yes,no
0486-LGCCH,2019-03-01,2020-02-01,two year,no,mailed check,19.65,225.75,male,0,yes,yes,no,,,,,,,
0487-CRLZF,2016-01-01,2020-02-01,two year,yes,bank transfer,74.45,3721.9,female,0,no,no,no,dsl,no,no,yes,yes,yes,yes
0487-RPVUM,2015-01-01,2020-02-01,month-to-month,no,bank transfer,99.4,5943.65,male,0,yes,no,yes,fiber optic,yes,no,yes,yes,yes,no
0487-VVUVK,2018-01-01,2020-02-01,month-to-month,yes,mailed check,19.15,477.6,male,0,yes,yes,no,,,,,,,
0488-GSLFR,2019-10-01,2019-11-01,month-to-month,yes,electronic check,69.5,69.5,female,0,no,no,no,fiber optic,no,no,no,no,no,no
0489-WMEMG,2018-03-01,2020-02-01,one year,yes,electronic check,49.45,1119.35,female,0,no,yes,no,dsl,no,no,no,yes,no,no
0491-KAPQG,2018-05-01,2020-02-01,month-to-month,yes,electronic check,73.7,1558.7,male,0,no,no,yes,fiber optic,no,no,no,no,no,no
0495-RVCBF,2019-10-01,2019-11-01,month-to-month,yes,electronic check,79.7,79.7,female,0,no,no,no,fiber optic,no,no,no,no,no,yes
0495-ZBNGW,2019-05-01,2019-10-01,month-to-month,yes,bank transfer,79.9,343.95,male,1,yes,no,yes,fiber optic,no,no,yes,no,no,no
0496-AHOOK,2018-02-01,2020-02-01,one year,no,bank transfer,74.4,1712.9,male,0,yes,no,no,dsl,yes,no,no,yes,yes,yes
0504-HHAPI,2017-10-01,2020-01-01,month-to-month,no,credit card,88.3,2467.75,female,1,no,no,yes,fiber optic,no,no,yes,no,no,yes
0505-SPOOW,2014-04-01,2020-02-01,two year,no,bank transfer,19.8,1397.65,female,0,yes,no,no,,,,,,,
0506-LVNGN,2019-06-01,2019-11-01,month-to-month,yes,credit card,75.55,349.65,female,1,no,no,no,fiber optic,no,no,yes,no,no,no
0506-YLVKJ,2016-04-01,2020-02-01,two year,yes,mailed check,20.2,917.45,male,0,yes,yes,no,,,,,,,
0508-OOLTO,2019-12-01,2020-02-01,month-to-month,yes,electronic check,71.65,135.75,female,0,yes,yes,no,fiber optic,no,no,no,no,no,no
0508-SQWPL,2015-05-01,2020-02-01,two year,yes,bank transfer,20.1,1087.7,female,0,yes,yes,no,,,,,,,
0511-JTEOY,2019-11-01,2019-12-01,month-to-month,no,mailed check,71.1,71.1,female,0,no,no,no,fiber optic,no,no,no,no,no,no
0512-FLFDW,2015-02-01,2020-02-01,one year,yes,credit card,100.5,6029.0,female,1,yes,no,yes,fiber optic,no,no,yes,no,yes,yes
0513-RBGPE,2017-01-01,2020-02-01,two year,yes,credit card,62.8,2278.75,male,0,yes,yes,yes,dsl,yes,no,yes,yes,no,no
0515-YPMCW,2019-11-01,2019-12-01,month-to-month,yes,mailed check,70.45,70.45,male,0,no,yes,no,fiber optic,no,no,no,no,no,no
0516-OOHAR,2017-10-01,2020-02-01,one year,no,bank transfer,100.35,2799.0,male,0,yes,yes,no,fiber optic,no,yes,yes,no,yes,yes
0516-QREYC,2018-02-01,2020-02-01,month-to-month,yes,mailed check,20.3,459.95,female,1,no,no,no,,,,,,,
0516-UXRMT,2014-12-01,2020-02-01,one year,yes,electronic check,92.05,5755.8,female,0,no,no,yes,fiber optic,yes,yes,yes,no,no,no
0516-VRYBW,2018-07-01,2020-01-01,one year,no,bank transfer,20.15,390.85,female,0,no,yes,no,,,,,,,
0516-WJVXC,2019-08-01,2020-01-01,month-to-month,no,electronic check,54.2,308.25,female,0,no,no,no,dsl,yes,no,no,yes,no,no
0519-DRGTI,2018-06-01,2020-02-01,month-to-month,no,mailed check,20.35,442.6,female,0,yes,yes,no,,,,,,,
0519-XUZJU,2019-10-01,2019-11-01,month-to-month,no,mailed check,70.75,70.75,female,0,no,no,no,fiber optic,no,no,no,no,no,no
0520-FDVVT,2016-12-01,2019-11-01,one year,yes,bank transfer,102.35,3626.1,male,0,no,no,no,fiber optic,no,yes,yes,no,yes,yes
0523-VNGTF,,,,,,,,,,,,,dsl,no,yes,yes,yes,yes,no
0524-IAVZO,2017-05-01,2019-11-01,month-to-month,yes,electronic check,85.0,2624.25,female,0,yes,no,yes,fiber optic,no,no,no,no,no,yes
0526-SXDJP,,,,,,,,,,,,,dsl,yes,yes,yes,no,no,no
0529-ONKER,2018-10-01,2020-01-01,month-to-month,no,electronic check,75.65,1146.65,male,1,no,no,yes,fiber optic,no,no,no,no,no,no
0530-IJVDB,2014-04-01,2020-02-01,two year,yes,electronic check,114.6,7882.5,male,0,no,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes
0531-XBKMM,2014-08-01,2020-02-01,two year,no,bank transfer,65.7,4378.9,male,0,no,yes,yes,dsl,yes,yes,no,yes,no,no
0531-ZZJWQ,2015-07-01,2020-02-01,month-to-month,yes,electronic check,74.0,4052.4,male,1,yes,no,yes,fiber optic,no,no,no,no,no,no
0533-BNWKF,2015-05-01,2019-12-01,month-to-month,yes,electronic check,85.45,4874.7,female,1,yes,no,yes,fiber optic,no,yes,yes,no,no,no
0533-UCAAU,2015-05-01,2020-02-01,one year,yes,credit card,71.1,4140.1,male,1,yes,no,yes,dsl,no,yes,yes,no,yes,no
0536-ACXIP,2014-02-01,2020-02-01,two year,yes,electronic check,109.55,8165.1,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,yes,yes
0536-BGFMZ,2017-10-01,2020-02-01,month-to-month,no,mailed check,20.5,563.05,female,0,yes,no,no,,,,,,,
0536-ESJEP,2015-08-01,2020-02-01,two year,yes,bank transfer,74.55,4191.45,male,0,yes,no,no,dsl,yes,yes,no,no,yes,yes
0537-QYZZN,2018-02-01,2020-02-01,month-to-month,yes,electronic check,79.85,1857.75,male,1,yes,yes,yes,fiber optic,yes,no,no,no,no,no
0541-FITGH,2019-12-01,2020-02-01,month-to-month,yes,mailed check,62.15,113.1,female,0,yes,no,no,dsl,yes,no,no,no,no,yes
0547-HURJB,2019-02-01,2020-02-01,month-to-month,no,credit card,21.05,235.8,male,0,no,yes,no,,,,,,,
0549-CYCQN,2015-11-01,2020-02-01,one year,yes,bank transfer,79.6,3974.7,male,1,no,no,yes,fiber optic,no,yes,no,no,no,no
0550-DCXLH,2019-01-01,2020-02-01,month-to-month,no,mailed check,73.35,931.55,male,0,no,no,no,dsl,no,yes,no,yes,yes,yes
0556-FJEGU,2015-04-01,2020-02-01,two year,no,bank transfer,70.1,4048.95,male,0,no,no,no,dsl,no,yes,yes,yes,yes,no
0557-ASKVU,2018-08-01,2020-02-01,one year,yes,credit card,54.4,957.1,female,0,yes,yes,no,dsl,no,no,yes,yes,no,no
0559-CKHUS,2017-09-01,2020-02-01,two year,yes,mailed check,19.55,521.8,female,0,yes,no,no,,,,,,,
0562-FGDCR,2014-02-01,2020-02-01,two year,no,mailed check,74.55,5430.65,female,0,yes,yes,yes,dsl,yes,yes,no,yes,yes,no
0562-HKHML,2014-03-01,2020-02-01,two year,no,credit card,23.9,1626.4,male,0,yes,yes,yes,,,,,,,
0562-KBDVM,,,,,,,,,,,,,dsl,yes,yes,yes,yes,no,no
0564-JJHGS,2019-03-01,2019-12-01,month-to-month,yes,electronic check,95.5,829.1,male,0,no,no,yes,fiber optic,no,no,no,no,yes,yes
0564-MUUQK,2018-06-01,2020-02-01,month-to-month,yes,bank transfer,95.5,1916.2,female,0,yes,yes,yes,fiber optic,no,no,yes,yes,no,yes
0565-IYCGT,2014-01-01,2019-10-01,one year,yes,credit card,78.6,5356.45,male,0,no,no,yes,dsl,yes,yes,yes,yes,no,yes
0565-JUPYD,2014-11-01,2020-02-01,one year,no,credit card,104.5,6590.8,male,0,no,no,yes,fiber optic,yes,yes,yes,yes,yes,no
0567-GGCAC,2019-07-01,2020-02-01,month-to-month,no,electronic check,61.4,438.9,female,0,no,no,no,dsl,yes,yes,yes,no,no,no
0567-XRHCU,,,,,,,,,,,,,dsl,yes,no,yes,no,no,yes
0568-ONFPC,2019-07-01,2019-12-01,month-to-month,yes,bank transfer,25.9,135.0,male,0,yes,yes,yes,,,,,,,
0570-BFQHT,2019-05-01,2020-02-01,month-to-month,no,electronic check,80.55,653.9,female,0,no,no,no,fiber optic,no,yes,yes,no,no,no
0572-ZJKLT,2016-04-01,2020-02-01,two year,no,mailed check,99.65,4630.2,female,0,yes,yes,yes,fiber optic,yes,no,yes,yes,no,yes
0575-CUQOV,2015-02-01,2020-02-01,one year,yes,electronic check,97.95,5867.0,male,1,yes,no,no,fiber optic,no,yes,yes,no,yes,yes
0576-WNXXC,2017-09-01,2019-12-01,month-to-month,yes,electronic check,95.55,2510.2,male,1,yes,no,yes,fiber optic,no,yes,yes,no,no,yes
0577-WHMEV,2018-10-01,2020-02-01,month-to-month,no,electronic check,90.7,1374.9,female,0,yes,no,yes,fiber optic,yes,yes,yes,no,no,no
0578-SKVMF,2017-12-01,2019-10-01,month-to-month,no,electronic check,83.3,1845.9,female,0,yes,yes,no,fiber optic,no,yes,no,no,no,yes
0580-PIQHM,2016-09-01,2020-02-01,one year,yes,bank transfer,101.6,3930.55,female,0,yes,yes,yes,fiber optic,yes,yes,yes,no,no,yes
0581-BXBUB,2019-10-01,2020-02-01,month-to-month,no,electronic check,72.75,317.75,female,1,no,no,no,fiber optic,no,yes,no,no,no,no
0581-MDMPW,2018-02-01,2020-02-01,month-to-month,yes,credit card,88.95,2072.75,female,0,no,no,yes,fiber optic,no,no,yes,no,yes,no
0582-AVCLN,2016-12-01,2020-02-01,two year,no,mailed check,20.3,743.05,female,0,no,no,no,,,,,,,
