Customer_ID,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies
9244-ZVAPM,dsl,no,no,no,no,no,no
0719-SYFRB,dsl,yes,no,yes,yes,no,no
8208-EUMTE,dsl,yes,yes,yes,yes,yes,no
5172-MIGPM,dsl,no,no,no,yes,no,yes
1710-RCXUS,fiber optic,no,yes,no,no,no,yes
5839-SUYVZ,fiber optic,no,no,no,yes,no,no
1096-ADRUX,fiber optic,no,no,no,no,no,no
2001-MCUUW,fiber optic,no,yes,yes,yes,yes,yes
2731-GJRDG,fiber optic,yes,no,yes,yes,yes,yes
4723-BEGSG,dsl,yes,no,yes,yes,yes,yes
6516-NKQBO,dsl,yes,no,yes,yes,yes,yes
8672-OAUPW,dsl,no,no,no,yes,no,no
8207-DMRVL,fiber optic,yes,yes,yes,yes,yes,yes
3419-SNJJD,fiber optic,yes,no,yes,no,yes,yes
6543-CPZMK,dsl,no,yes,no,no,no,no
4765-OXPPD,dsl,yes,yes,yes,yes,no,no
6689-VRRTK,fiber optic,yes,yes,yes,no,yes,yes
7138-GIRSH,dsl,no,no,yes,yes,no,yes
9396-ZSFLL,dsl,no,no,no,no,no,no
6464-KEXXH,dsl,no,no,no,no,no,no
7134-MJPDY,fiber optic,no,no,yes,yes,yes,yes
5240-CAOYT,fiber optic,yes,yes,no,yes,no,no
4059-IIEBK,fiber optic,no,yes,no,no,no,no
4881-JVQOD,dsl,no,no,no,no,no,yes
0516-UXRMT,fiber optic,yes,yes,yes,no,no,no
4851-BQDNX,fiber optic,no,no,yes,no,yes,no
3003-CMDUU,fiber optic,no,no,no,yes,yes,yes
5016-IBERQ,fiber optic,no,yes,yes,no,no,no
6797-UCJHZ,fiber optic,no,yes,yes,no,yes,yes
2469-DTSGX,fiber optic,no,yes,yes,yes,yes,yes
4554-YGZIH,fiber optic,no,yes,no,no,no,yes
5099-BAILX,fiber optic,no,yes,yes,yes,yes,yes
9931-KGHOA,dsl,yes,no,no,no,no,no
1775-KWJKQ,dsl,yes,yes,yes,yes,yes,yes
9411-TPQQV,dsl,yes,no,no,yes,yes,yes
7207-RMRDB,fiber optic,no,yes,yes,no,yes,yes
7954-MLBUN,fiber optic,no,no,yes,yes,yes,yes
2077-DDHJK,dsl,yes,yes,yes,yes,no,no
4913-EHYUI,fiber optic,yes,no,yes,no,yes,yes
0195-IESCP,fiber optic,no,no,no,no,no,yes
4580-TMHJU,dsl,no,no,no,no,yes,no
0970-ETWGE,fiber optic,no,no,no,no,yes,yes
4908-XAXAY,fiber optic,no,yes,yes,no,no,yes
1626-ERCMM,fiber optic,no,no,no,no,yes,yes
0887-HJGAR,dsl,no,no,no,no,no,no
2391-IPLOP,dsl,no,no,yes,yes,yes,no
5644-PDMZC,fiber optic,no,yes,no,no,no,yes
3509-GWQGF,fiber optic,no,no,no,no,no,no
9576-ANLXO,fiber optic,no,no,no,no,no,no
2024-BASKD,fiber optic,no,no,yes,no,no,no
5183-SNMJQ,fiber optic,no,no,no,yes,yes,yes
8100-PNJMH,dsl,yes,yes,yes,yes,yes,yes
7838-LAZFO,dsl,yes,yes,yes,no,yes,yes
5650-VDUDS,dsl,no,no,no,no,no,no
8095-WANWK,dsl,no,no,no,no,no,no
9565-FLVCG,dsl,yes,yes,no,no,no,yes
2800-VEQXM,fiber optic,no,no,yes,no,no,no
7538-GWHML,fiber optic,no,no,no,no,no,no
5533-RJFTJ,dsl,no,no,yes,no,no,no
3859-CVCET,dsl,no,no,no,no,no,no
0214-JHPFW,dsl,no,yes,yes,yes,yes,yes
3276-HDUEG,fiber optic,no,no,no,no,no,no
0823-HSCDJ,dsl,no,yes,no,no,yes,yes
3729-OWRVL,fiber optic,yes,no,yes,yes,yes,yes
0822-GAVAP,dsl,no,no,no,no,no,yes
5760-IFJOZ,fiber optic,no,yes,yes,no,yes,yes
2826-UWHIS,fiber optic,no,yes,no,no,no,no
1448-PWKYE,fiber optic,no,no,no,no,no,yes
7501-IWUNG,dsl,no,no,yes,yes,yes,yes
4957-TREIR,dsl,yes,no,no,yes,yes,no
7251-LJBQN,fiber optic,no,no,yes,yes,yes,yes
8040-MNRTF,fiber optic,no,no,no,no,no,no
1536-HBSWP,dsl,no,no,no,yes,no,no
0067-DKWBL,dsl,yes,no,no,no,no,no
0946-FKYTX,dsl,no,yes,no,no,no,no
5076-YVXCM,fiber optic,no,no,no,no,no,yes
6663-JOCQO,dsl,yes,yes,no,yes,no,yes
2276-YDAVZ,fiber optic,no,no,no,no,no,no
0078-XZMHT,dsl,no,yes,yes,yes,yes,yes
5896-NPFWW,dsl,no,no,yes,no,no,no
9978-HYCIN,fiber optic,no,yes,no,no,yes,no
8338-QIUNR,dsl,yes,no,yes,yes,no,no
1525-LNLOJ,dsl,no,no,yes,no,yes,no
9450-TRJUU,fiber optic,no,no,no,no,yes,no
1766-GKNMI,fiber optic,no,no,no,no,no,yes
1456-TWCGB,dsl,no,yes,no,no,no,no
7133-VBDCG,fiber optic,yes,yes,no,no,no,no
7596-ZYWBB,dsl,yes,yes,no,yes,no,no
8329-UTMVM,fiber optic,no,yes,no,yes,yes,yes
3014-WJKSM,fiber optic,no,no,yes,no,no,no
3347-YJZZE,dsl,no,yes,yes,no,yes,yes
7929-DMBCV,fiber optic,no,no,yes,yes,no,no
5433-KYGHE,fiber optic,yes,no,no,yes,no,no
5575-TPIZQ,fiber optic,yes,no,no,no,yes,no
0114-IGABW,dsl,no,yes,yes,yes,yes,yes
9944-AEXBM,fiber optic,no,no,no,no,no,yes
1853-ARAAQ,dsl,no,no,yes,no,yes,yes
6952-OMNWB,fiber optic,no,no,yes,no,no,no
4952-YSOGZ,fiber optic,no,no,no,no,no,yes
1589-AGTLK,dsl,no,no,no,no,no,no
5244-IRFIH,fiber optic,no,no,no,no,yes,yes
6786-OBWQR,fiber optic,no,no,no,no,yes,no
2684-EIWEO,fiber optic,yes,yes,yes,no,no,no
2753-JMMCV,dsl,no,yes,yes,yes,no,yes
6439-GTPCA,fiber optic,no,no,yes,yes,no,no
1216-JWVUX,fiber optic,no,yes,no,no,no,no
7564-GHCVB,fiber optic,yes,no,no,no,no,no
1173-NOEYG,fiber optic,no,no,yes,no,no,yes
7595-EHCDL,dsl,no,no,yes,no,yes,yes
6647-ZEDXT,fiber optic,no,yes,yes,yes,yes,yes
2521-NPUZR,fiber optic,yes,yes,yes,yes,no,yes
1307-TVUFB,fiber optic,no,yes,no,no,no,no
7503-MIOGA,dsl,yes,yes,yes,yes,yes,yes
4381-MHQDC,dsl,yes,no,yes,yes,no,no
6923-JHPMP,fiber optic,yes,no,yes,no,no,no
5138-WVKYJ,fiber optic,yes,no,no,no,yes,yes
1635-FJFCC,dsl,no,no,no,no,no,no
2499-AJYUA,fiber optic,no,yes,yes,yes,yes,yes
6919-ELBGL,fiber optic,yes,yes,yes,yes,yes,yes
3966-HRMZA,fiber optic,no,no,yes,no,no,no
8405-IGQFX,fiber optic,no,no,yes,yes,yes,no
8224-IVVPA,dsl,yes,yes,no,no,no,no
9477-LGWQI,dsl,yes,yes,yes,no,yes,yes
1410-RSCMR,dsl,yes,no,yes,yes,no,yes
0139-IVFJG,fiber optic,yes,yes,no,no,yes,no
6683-VLCTZ,fiber optic,no,no,yes,no,yes,yes
2189-WWOEW,fiber optic,no,yes,no,no,no,yes
5684-FJVYR,fiber optic,yes,yes,no,yes,no,no
1894-IGFSG,fiber optic,no,no,no,no,yes,yes
7379-POKDZ,fiber optic,no,no,no,no,no,no
1266-NZYUI,dsl,yes,no,yes,yes,no,no
4718-DHSMV,dsl,no,no,no,no,yes,no
5175-WLYXL,fiber optic,no,yes,no,no,no,no
8728-SKJLR,fiber optic,no,no,no,yes,no,no
3137-NYQQI,dsl,yes,yes,no,no,no,yes
0236-HFWSV,fiber optic,no,no,no,no,yes,yes
5842-POCOP,fiber optic,yes,no,yes,no,no,yes
2037-XJFUP,fiber optic,no,no,yes,no,yes,yes
8823-RLPWL,fiber optic,yes,yes,yes,no,yes,yes
9505-SQFSW,dsl,no,yes,no,no,no,yes
7314-OXENN,fiber optic,no,yes,no,no,no,no
3758-CKOQL,fiber optic,yes,yes,yes,yes,no,yes
0322-CHQRU,dsl,no,no,no,no,no,no
5676-CFLYY,dsl,no,yes,no,yes,yes,yes
7521-AFHAB,dsl,no,no,no,no,no,no
0285-INHLN,dsl,yes,yes,no,no,no,no
4678-DVQEO,dsl,no,no,no,yes,no,no
5125-CNDSP,dsl,yes,yes,no,yes,no,no
0691-IFBQW,fiber optic,yes,yes,yes,no,yes,yes
4992-LTJNE,dsl,yes,no,no,no,no,no
2202-OUTMO,dsl,yes,no,no,yes,no,no
0810-BDHAW,dsl,yes,yes,no,no,yes,yes
0229-LFJAF,dsl,yes,yes,yes,yes,no,no
7131-ZQZNK,dsl,yes,no,yes,yes,yes,yes
3442-ZHHCC,dsl,yes,yes,yes,no,no,yes
9871-ELEYA,dsl,yes,no,yes,yes,yes,no
4257-GAESD,dsl,no,no,no,no,yes,yes
5173-WXOQV,dsl,no,yes,no,yes,no,yes
2040-OBMLJ,fiber optic,no,no,no,yes,no,no
3009-JWMPU,fiber optic,no,no,yes,no,yes,yes
5671-RQRLP,fiber optic,no,no,no,no,no,no
1450-GALXR,fiber optic,no,no,no,yes,yes,yes
3174-AKMAS,dsl,no,yes,no,yes,yes,no
3138-BKYAV,fiber optic,no,yes,no,no,yes,no
9926-PJHDQ,dsl,no,no,yes,no,yes,yes
7382-DFJTU,dsl,no,no,yes,yes,no,no
2798-NYLMZ,fiber optic,yes,no,yes,yes,yes,yes
4289-DTDKW,fiber optic,no,yes,no,no,yes,yes
1820-TQVEV,fiber optic,no,no,no,no,no,no
2239-JALAW,fiber optic,no,yes,yes,no,yes,yes
4853-RULSV,fiber optic,yes,no,no,yes,yes,yes
3551-GAEGL,dsl,yes,no,no,no,no,no
3196-NVXLZ,fiber optic,no,no,no,no,yes,no
6275-YDUVO,fiber optic,no,no,yes,no,no,yes
0036-IHMOT,fiber optic,no,yes,yes,yes,yes,yes
0115-TFERT,fiber optic,no,yes,yes,yes,yes,yes
4178-EGMON,fiber optic,yes,yes,no,yes,no,no
4220-TINQT,fiber optic,no,no,yes,yes,yes,yes
5318-YKDPV,dsl,yes,no,yes,yes,yes,yes
7975-TZMLR,fiber optic,no,yes,yes,no,yes,yes
0295-QVKPB,dsl,no,no,yes,yes,yes,no
2311-QYMUQ,fiber optic,no,yes,yes,no,yes,no
3643-AHCFP,fiber optic,no,no,no,no,yes,yes
3104-OWCGK,fiber optic,no,yes,yes,no,yes,no
5337-IIWKZ,dsl,no,no,yes,yes,yes,no
9101-BWFSS,fiber optic,yes,yes,no,yes,yes,yes
3487-EARAT,dsl,yes,yes,yes,yes,no,yes
2672-TGEFF,fiber optic,no,yes,no,no,yes,no
9231-ZJYAM,fiber optic,no,no,no,no,yes,no
4250-WAROZ,fiber optic,yes,yes,no,no,no,yes
8184-WMOFI,dsl,yes,no,yes,yes,no,yes
6982-SSHFK,dsl,no,no,no,no,no,no
6092-QZVPP,dsl,yes,no,yes,yes,yes,yes
0727-BMPLR,fiber optic,no,no,yes,no,yes,yes
0392-BZIUW,fiber optic,yes,no,yes,no,yes,yes
6549-NNDYT,dsl,yes,no,no,no,no,no
3027-ZTDHO,fiber optic,no,no,no,no,yes,yes
6916-HIJSE,dsl,yes,yes,yes,yes,yes,yes
2316-ESMLS,dsl,yes,no,no,yes,no,no
9778-OGKQZ,dsl,yes,yes,yes,yes,yes,yes
7408-OFWXJ,dsl,yes,yes,yes,yes,yes,yes
6007-TCTST,fiber optic,yes,yes,yes,yes,yes,yes
2252-NKNSI,dsl,yes,yes,no,yes,yes,yes
7905-TVXTA,dsl,yes,no,no,yes,yes,no
2382-BCKQJ,fiber optic,no,no,yes,no,yes,yes
8374-UULRV,dsl,yes,yes,no,yes,yes,yes
2207-NHRJK,dsl,no,yes,no,no,no,no
3224-DFQNQ,fiber optic,yes,yes,no,yes,no,no
5275-PMFUT,dsl,yes,yes,yes,yes,yes,yes
9777-IQHWP,fiber optic,yes,no,yes,no,no,yes
0947-MUGVO,fiber optic,no,yes,no,no,no,no
9944-HKVVB,fiber optic,no,yes,no,no,yes,yes
4124-MMETB,fiber optic,no,no,no,no,yes,yes
3671-SHRSP,fiber optic,no,no,yes,yes,no,no
0979-MOZQI,dsl,no,no,no,yes,yes,no
3313-QKNKB,fiber optic,no,no,no,no,no,yes
1937-OTUKY,fiber optic,yes,no,yes,yes,yes,no
1573-LGXBA,fiber optic,no,yes,yes,no,yes,yes
5073-WXOYN,dsl,no,yes,no,no,yes,yes
4713-ZBURT,fiber optic,no,no,yes,no,yes,yes
3050-GBUSH,dsl,no,no,no,no,yes,no
0207-MDKNV,fiber optic,yes,no,yes,yes,yes,yes
7876-AEHIG,dsl,yes,no,yes,yes,yes,yes
7945-HLKEA,dsl,yes,no,yes,yes,no,no
9342-VNIMQ,dsl,no,yes,no,no,no,no
9851-KIELU,fiber optic,yes,yes,yes,yes,yes,yes
3908-BLSYF,fiber optic,no,no,yes,no,no,yes
3199-NPKCN,fiber optic,yes,no,yes,yes,yes,yes
5170-PTRKA,dsl,yes,no,no,yes,no,no
2123-AGEEN,fiber optic,no,no,yes,no,yes,no
1258-YMZNM,fiber optic,yes,yes,yes,no,yes,yes
0048-LUMLS,fiber optic,no,no,no,no,yes,yes
7549-MYGPK,fiber optic,yes,yes,yes,no,yes,no
5898-IGSLP,fiber optic,yes,no,yes,yes,no,no
3804-RVTGV,fiber optic,no,yes,yes,no,yes,yes
6259-WJQLC,fiber optic,no,no,yes,no,no,no
9227-LUNBG,dsl,no,no,no,no,no,no
7997-EASSD,fiber optic,no,no,no,yes,no,no
0730-KOAVE,fiber optic,yes,yes,no,no,no,yes
8975-SKGRX,fiber optic,yes,yes,yes,yes,yes,yes
0678-RLHVP,fiber optic,no,yes,yes,no,yes,yes
4315-MURBD,fiber optic,yes,no,no,yes,yes,yes
2267-FPIMA,fiber optic,yes,yes,no,no,no,yes
9734-YWGEX,fiber optic,no,no,yes,no,yes,yes
2719-BDAQO,fiber optic,yes,no,no,no,yes,yes
5285-MVEHD,fiber optic,yes,yes,yes,no,yes,yes
0379-DJQHR,dsl,yes,yes,yes,no,yes,yes
0781-LKXBR,fiber optic,no,no,yes,no,yes,yes
5543-QDCRY,dsl,no,no,no,no,yes,no
0297-RBCSG,dsl,no,yes,no,yes,no,yes
0835-JKADZ,fiber optic,no,yes,yes,yes,yes,yes
1907-UBQFC,fiber optic,no,yes,no,no,no,no
7508-SMHXL,fiber optic,no,yes,no,no,yes,no
3865-YIOTT,fiber optic,yes,no,yes,no,yes,yes
6513-EECDB,fiber optic,no,no,no,no,no,no
3956-CJUST,fiber optic,yes,no,no,no,no,no
4079-WWQQQ,dsl,yes,yes,yes,yes,yes,yes
6103-BOCOU,fiber optic,no,no,yes,no,no,no
5149-TGWDZ,fiber optic,no,yes,yes,yes,yes,yes
4301-VVZKA,fiber optic,no,no,no,no,no,no
9199-PWQVC,dsl,yes,yes,no,no,yes,yes
4824-GUCBY,fiber optic,yes,yes,no,no,no,no
5393-HJZSM,dsl,yes,yes,yes,yes,no,yes
7074-IEVOJ,fiber optic,no,yes,no,no,no,no
9625-QSTYE,fiber optic,no,yes,yes,no,no,no
0862-PRCBS,fiber optic,no,yes,no,yes,yes,yes
8812-ZRHFP,fiber optic,no,no,yes,no,no,yes
5146-CBVOE,fiber optic,no,yes,no,no,no,no
0454-OKRCT,fiber optic,no,yes,no,yes,no,no
4750-ZRXIU,fiber optic,no,no,no,no,no,yes
4198-VFOEA,dsl,yes,no,no,yes,no,no
6630-UJZMY,fiber optic,no,no,no,no,yes,no
5709-LVOEQ,dsl,yes,yes,yes,no,yes,yes
6400-BWQKW,fiber optic,yes,no,no,no,no,no
2692-AQCPF,fiber optic,no,yes,yes,yes,yes,yes
0811-GSDTP,dsl,no,yes,no,no,no,no
7567-ECMCM,fiber optic,no,no,no,no,no,yes
6115-ZTBFQ,dsl,yes,yes,yes,yes,yes,yes
6353-BRMMA,fiber optic,yes,yes,no,no,yes,yes
6680-WKXRZ,fiber optic,no,no,no,no,no,no
9904-EHEVJ,fiber optic,no,no,yes,no,yes,no
7028-DVOIQ,fiber optic,no,no,yes,no,yes,yes
4208-UFFGW,dsl,no,no,no,no,no,no
8584-KMVXD,fiber optic,no,yes,no,no,no,no
8467-WYNSR,dsl,yes,no,no,yes,no,no
0851-DFJKB,dsl,yes,no,yes,yes,no,no
5382-SOYZL,fiber optic,no,no,no,no,yes,yes
9448-REEVD,dsl,no,no,no,no,no,no
8388-FYNPZ,dsl,yes,no,yes,no,no,no
4002-BQWPQ,dsl,yes,yes,yes,yes,no,yes
5651-YLPRD,fiber optic,no,yes,no,no,yes,no
2826-DXLQO,dsl,yes,no,no,no,no,no
9489-UTFKA,dsl,yes,no,no,no,yes,no
4849-PYRLQ,dsl,yes,no,yes,yes,no,yes
9117-SHLZX,dsl,no,no,no,no,no,no
9889-TMAHG,fiber optic,yes,no,no,yes,yes,yes
3429-IFLEM,dsl,yes,yes,yes,yes,yes,no
3158-MOERK,fiber optic,no,no,no,no,yes,yes
7294-TMAOP,fiber optic,no,no,no,no,yes,yes
5002-GCQFH,fiber optic,yes,yes,no,no,yes,no
0556-FJEGU,dsl,no,yes,yes,yes,yes,no
8919-FYFQZ,dsl,no,yes,no,no,no,no
0604-THJFP,dsl,no,yes,no,yes,yes,yes
2834-JRTUA,fiber optic,yes,no,yes,yes,yes,yes
5875-YPQFJ,fiber optic,no,no,no,no,no,no
5879-SESNB,fiber optic,no,no,no,no,no,no
6646-QVXLR,fiber optic,no,yes,yes,no,yes,yes
6461-PPAXN,dsl,yes,no,no,yes,no,no
2483-XSSMZ,dsl,yes,no,no,no,no,no
8603-IJWDN,fiber optic,no,no,no,no,no,yes
9369-XFEHK,fiber optic,no,yes,no,no,no,no
2604-XVDAM,dsl,no,no,no,no,no,no
1206-EHBDD,fiber optic,yes,no,yes,no,no,no
3842-IYKUE,fiber optic,no,yes,no,yes,no,no
6641-XRPSU,fiber optic,no,no,no,no,no,no
1374-DMZUI,fiber optic,no,no,no,no,yes,yes
3234-VKACU,dsl,no,no,no,yes,yes,yes
8357-EQXFO,fiber optic,no,no,yes,no,yes,yes
1989-PRJHP,fiber optic,no,no,no,no,no,no
8120-JDCAM,fiber optic,no,no,no,no,no,no
2858-EIMXH,fiber optic,no,no,no,no,yes,yes
9524-EGPJC,fiber optic,no,no,no,yes,no,yes
6993-OHLXR,fiber optic,no,no,no,no,no,no
8818-XYFCQ,fiber optic,yes,no,no,no,yes,yes
0929-HYQEW,dsl,yes,no,no,no,no,no
6614-YOLAC,dsl,yes,yes,no,yes,yes,yes
7426-RHZGU,fiber optic,no,no,no,yes,yes,yes
4065-JJAVA,dsl,no,yes,no,no,no,no
4695-VADHF,dsl,no,no,yes,no,no,yes
3863-IUBJR,dsl,no,no,no,no,no,yes
7649-SIJJF,dsl,yes,yes,yes,yes,no,yes
3748-FVMZZ,dsl,no,no,no,yes,no,yes
1452-XRSJV,dsl,yes,no,no,no,no,no
3422-WJOYD,dsl,yes,no,no,yes,no,no
8242-SOQUO,fiber optic,no,yes,no,no,yes,no
7460-ITWWP,fiber optic,no,no,yes,no,no,yes
7147-AYBAA,fiber optic,no,no,no,no,no,no
7868-TMWMZ,fiber optic,yes,yes,yes,yes,yes,yes
4822-RVYBB,fiber optic,no,no,yes,no,yes,yes
6732-FZUGP,fiber optic,yes,no,yes,no,yes,no
8436-BJUMM,fiber optic,no,no,no,no,yes,no
4184-TJFAN,fiber optic,yes,no,no,yes,yes,no
8329-GWVPJ,fiber optic,no,no,no,no,no,no
1352-VHKAJ,dsl,no,no,no,yes,yes,yes
4145-UQXUQ,fiber optic,no,no,yes,no,yes,yes
8146-QQKZH,dsl,yes,no,yes,yes,yes,yes
6445-TNRXS,fiber optic,yes,yes,yes,yes,yes,yes
4581-LNWUM,dsl,no,no,yes,no,yes,yes
4869-EPIUS,fiber optic,no,no,no,no,no,yes
9948-YPTDG,fiber optic,yes,yes,no,no,no,no
1236-WFCDV,fiber optic,no,no,no,no,yes,yes
7296-PIXQY,fiber optic,no,no,no,no,no,no
4883-QICIH,fiber optic,no,no,no,no,no,no
3354-OADJP,dsl,yes,no,no,yes,no,no
3524-WQDSG,fiber optic,no,no,yes,no,yes,yes
0810-DHDBD,dsl,yes,no,yes,yes,yes,no
4026-SKKHW,dsl,no,no,no,yes,no,no
1271-SJBGZ,dsl,no,no,yes,yes,no,yes
3845-JHAMY,dsl,no,no,no,no,no,yes
7013-PSXHK,dsl,no,no,yes,yes,yes,yes
5669-SRAIP,dsl,no,no,yes,no,no,yes
5981-ITEMU,fiber optic,no,no,no,no,yes,yes
6941-PMGEP,fiber optic,no,no,no,no,no,yes
1624-WOIWJ,fiber optic,yes,no,no,no,yes,no
2074-GKOWZ,fiber optic,no,no,no,no,yes,yes
0376-YMCJC,fiber optic,no,no,no,yes,yes,no
4829-ZLJTK,fiber optic,yes,yes,yes,no,yes,yes
1730-VFMWO,dsl,no,no,no,yes,no,no
7143-BQIBA,dsl,yes,no,no,yes,yes,no
3800-LYTRK,dsl,yes,no,no,yes,no,no
0634-SZPQA,fiber optic,yes,no,no,no,yes,no
7030-NJVDP,fiber optic,yes,no,no,yes,no,yes
5536-RTPWK,fiber optic,no,yes,no,no,yes,yes
8883-GRDWQ,dsl,yes,no,no,yes,no,no
6166-ILMNY,fiber optic,no,no,no,no,no,no
3097-NNSPB,dsl,no,yes,no,no,no,no
7771-ZONAT,dsl,no,no,yes,yes,yes,yes
0655-RBDUG,fiber optic,no,no,yes,no,yes,yes
4194-WHFCB,fiber optic,no,yes,no,yes,no,yes
4361-BKAXE,fiber optic,yes,yes,yes,yes,yes,yes
9845-PEEKO,fiber optic,no,yes,no,no,no,no
0455-XFASS,fiber optic,no,no,no,no,no,no
1751-NCDLI,fiber optic,no,no,yes,no,yes,yes
9878-TNQGW,fiber optic,no,no,no,no,no,yes
4441-NIHPT,fiber optic,no,no,yes,no,no,no
8999-BOHSE,fiber optic,no,no,no,no,yes,yes
7241-AJHFS,fiber optic,yes,no,no,yes,no,no
7029-RPUAV,fiber optic,no,no,yes,no,yes,yes
4546-FOKWR,fiber optic,no,no,no,no,no,no
9036-CSKBW,fiber optic,yes,yes,yes,no,yes,yes
5832-TRLPB,dsl,no,no,yes,yes,yes,yes
8590-YFFQO,dsl,yes,yes,yes,yes,no,no
8659-IOOPU,fiber optic,yes,no,yes,yes,no,yes
1338-CECEE,dsl,no,yes,yes,no,yes,no
7439-DKZTW,fiber optic,no,no,no,no,yes,no
4646-QZXTF,dsl,yes,no,yes,yes,yes,yes
4607-CHPCA,fiber optic,no,no,no,no,yes,yes
9742-XOKTS,fiber optic,yes,yes,no,yes,no,no
6921-OZMFH,dsl,no,no,no,yes,no,no
8824-RWFXJ,dsl,no,yes,yes,no,no,no
7722-CVFXN,fiber optic,no,yes,no,yes,yes,yes
7363-QTBIW,fiber optic,no,no,no,no,no,yes
4159-NAAIX,fiber optic,no,yes,no,no,yes,yes
3391-JSQEW,dsl,no,yes,no,no,no,no
0343-QLUZP,dsl,yes,yes,yes,no,no,no
9763-PDTKK,fiber optic,yes,no,yes,yes,no,yes
2176-LVPNX,dsl,yes,yes,yes,yes,yes,yes
7627-JKIAZ,fiber optic,no,no,yes,no,no,no
3312-UUMZW,fiber optic,no,yes,no,no,yes,yes
1271-UODNO,dsl,no,no,no,yes,no,no
6900-RBKER,fiber optic,no,no,yes,no,no,yes
6891-JPYFF,fiber optic,yes,yes,no,no,yes,yes
1459-QNFQT,dsl,yes,no,yes,yes,yes,yes
1047-NNCBF,fiber optic,no,no,no,no,no,no
3696-XRIEN,dsl,yes,no,yes,yes,yes,yes
4081-DYXAV,dsl,no,no,no,no,yes,yes
0074-HDKDG,dsl,yes,yes,yes,no,no,no
8791-GFXLZ,dsl,no,yes,no,no,no,no
8111-SLLHI,fiber optic,no,yes,yes,no,yes,yes
0927-LCSMG,fiber optic,no,no,yes,no,no,no
9330-DHBFL,dsl,yes,yes,yes,yes,no,no
3452-ABWRL,fiber optic,no,no,no,no,yes,no
8257-RZAHR,dsl,yes,no,no,no,yes,no
5293-WXJAK,fiber optic,no,no,yes,yes,yes,yes
2208-NQBCT,fiber optic,yes,yes,no,no,no,no
1779-PWPMG,fiber optic,yes,yes,yes,yes,yes,yes
0774-IFUVM,dsl,yes,no,no,no,yes,no
9553-DLCLU,dsl,yes,yes,yes,yes,yes,yes
2460-NGXBJ,fiber optic,no,no,no,no,no,no
2446-ZKVAF,dsl,no,yes,no,no,no,no
0841-NULXI,dsl,no,no,no,no,no,yes
3522-CDKHF,fiber optic,yes,no,no,no,no,no
1430-SFQSA,dsl,yes,no,no,yes,no,no
0411-EZJZE,dsl,no,no,no,no,yes,no
7851-WZEKY,fiber optic,no,no,no,no,yes,yes
8844-TONUD,fiber optic,no,no,yes,no,yes,yes
8807-ARQET,dsl,no,yes,no,no,no,yes
4320-QMLLA,dsl,no,no,no,no,yes,no
8777-PVYGU,dsl,yes,no,yes,no,yes,no
6870-ZWMNX,dsl,no,yes,yes,yes,yes,no
5268-DSMNQ,fiber optic,no,yes,yes,no,yes,no
5334-JLAXU,fiber optic,yes,yes,no,no,no,yes
4086-YQSNZ,fiber optic,no,no,no,no,yes,no
6242-MBHPK,fiber optic,yes,no,no,no,yes,yes
5868-CZJDR,dsl,no,yes,no,no,no,no
9359-UGBTK,dsl,yes,no,yes,yes,no,yes
0135-NMXAP,fiber optic,no,yes,no,no,yes,no
4782-OSFXZ,dsl,yes,yes,yes,yes,no,yes
7129-ACFOG,dsl,yes,no,no,no,no,no
4189-NAKJS,dsl,no,no,no,no,no,no
1282-IHQAC,dsl,no,yes,yes,no,yes,no
9127-FHJBZ,fiber optic,yes,yes,yes,yes,yes,yes
6270-OMFIW,fiber optic,no,yes,no,no,yes,yes
1641-RQDAY,fiber optic,no,yes,no,no,yes,yes
6994-ORCWG,dsl,no,yes,no,no,no,no
1346-UFHAX,fiber optic,yes,no,no,no,no,no
3992-YWPKO,fiber optic,no,yes,yes,yes,yes,yes
2933-XEUJM,dsl,yes,no,yes,no,yes,yes
0125-LZQXK,fiber optic,no,no,yes,yes,yes,yes
5461-QKNTN,fiber optic,no,yes,no,yes,yes,no
4835-YSJMR,dsl,no,no,no,yes,no,no
8399-YNDCH,dsl,no,no,yes,no,yes,no
3164-YAXFY,dsl,yes,no,yes,no,yes,yes
0887-WBJVH,fiber optic,no,no,no,yes,yes,yes
4660-IRIBM,fiber optic,yes,no,yes,no,yes,no
5673-FSSMF,dsl,no,no,no,no,no,yes
7670-ZBPOQ,dsl,yes,no,no,yes,no,no
8089-UZWLX,fiber optic,no,no,yes,no,yes,yes
0080-OROZO,fiber optic,no,no,yes,yes,yes,yes
3916-NRPAP,fiber optic,no,no,yes,no,no,yes
6807-SIWJI,fiber optic,yes,yes,no,no,yes,yes
8221-HVAYI,dsl,yes,yes,yes,yes,no,no
1579-KLYDT,fiber optic,no,no,yes,no,yes,no
5232-NXPAY,dsl,no,no,yes,yes,yes,yes
8967-SZQAS,dsl,no,yes,no,no,no,no
4468-KAZHE,dsl,no,yes,no,no,no,yes
0455-ENTCR,dsl,yes,yes,no,yes,yes,yes
7126-RBHSD,fiber optic,yes,no,no,no,no,no
5370-IIVVL,fiber optic,no,yes,no,yes,yes,yes
6789-HJBWG,dsl,no,yes,no,no,no,no
3927-NLNRY,fiber optic,no,yes,no,no,yes,yes
6791-YBNAK,dsl,no,no,no,no,no,no
6358-LYNGM,fiber optic,no,no,no,no,no,no
6077-BDPXA,fiber optic,no,no,no,no,no,no
